Date,Channel,Data Source,Campaign,Spend,CPM,CTR,CPC,Video Views,Impressions,Conversions,Conversion Rate
2023-04-20,Programmatic,Bing,Optional,38847.92,147.28,3.0,4.91,117152,263764,3085,38.99
2023-08-12,Programmatic,Google Search Ads,Optional,46308.68,59.46,3.18,1.87,228973,778772,6754,27.27
2023-08-29,Programmatic,Stack,Fundamental,89567.95,130.19,4.7,2.77,643477,687986,31287,96.76
2023-08-21,Paid Social,LinkedIn,Fundamental,79410.24,115.67,3.06,3.78,654436,686536,648,3.08
2023-11-30,Paid Search,Facebook,Seamless,11127.4,13.11,0.57,2.3,284914,848916,3921,81.05
2024-07-18,Paid Social,Google,Seamless,32264.56,80.46,2.14,3.76,118727,400992,3317,38.66
2024-07-09,Paid Search,Stack,Seamless,22361.7,88.55,3.38,2.62,152509,252521,1090,12.77
2024-08-15,Organic,Google Search Ads,Entreprise,66658.97,70.6,3.03,2.33,452297,944199,18531,64.77
2023-12-22,Programmatic,Google Search Ads,Optional,8107.68,107.43,4.04,2.66,6877,75470,309,10.14
2023-09-03,Paid Social,Facebook,Entreprise,13490.62,75.78,2.65,2.86,128133,178013,1480,31.38
2023-11-19,Programmatic,Google Search Ads,Optional,29480.24,31.81,0.82,3.88,814369,926634,228,3.0
2024-11-23,Organic,Bing,Optional,5670.0,11.5,0.71,1.62,418479,493037,2172,62.06
2023-06-03,Paid Search,Amazon Ad,Entreprise,6842.04,32.84,3.57,0.92,195102,208328,4396,59.11
2024-06-03,Programmatic,Google,Entreprise,9635.27,9.71,1.33,0.73,800644,992441,10287,77.94
2024-01-05,Paid Social,Google Search Ads,Mandatory,4580.25,12.71,0.82,1.55,287001,360482,2057,69.61
2023-04-04,Programmatic,Bing,Fundamental,53833.47,54.97,2.09,2.63,249452,979380,9174,44.82
2024-04-25,Paid Search,Bing,Diverse,29410.72,78.58,4.18,1.88,116185,374280,4579,29.27
2024-07-29,Paid Search,Facebook,Fundamental,7226.13,60.19,2.54,2.37,118506,120048,2547,83.54
2024-08-09,Organic,Facebook,Entreprise,3821.18,10.21,4.64,0.22,232203,374340,15663,90.18
2024-12-14,Paid Social,Amazon Ad,Entreprise,11832.0,15.83,0.91,1.74,76237,747262,2966,43.62
2023-09-16,Programmatic,Stack,Fundamental,21265.8,164.68,3.58,4.6,101201,129136,3705,80.14
2023-10-18,Paid Search,Amazon Ad,Entreprise,118316.6,161.0,3.5,4.6,213154,734899,322,1.25
2023-04-04,Paid Social,Amazon Ad,Fundamental,53543.03,62.46,3.27,1.91,707582,857302,22178,79.11
2024-09-05,Paid Search,Amazon Ad,Optional,25048.3,90.73,1.96,4.63,181989,276060,493,9.11
2023-04-10,Paid Search,LinkedIn,Entreprise,78987.15,234.63,4.74,4.95,304984,336647,13437,84.21
2023-12-02,Programmatic,Amazon Ad,Entreprise,96802.5,164.62,4.39,3.75,38023,588037,25252,97.82
2024-05-03,Organic,LinkedIn,Mandatory,5114.88,10.5,3.89,0.27,220937,487016,15448,81.55
2024-12-09,Paid Social,Facebook,Mandatory,261.06,15.36,1.35,1.14,15930,16996,226,98.69
2024-10-17,Programmatic,Amazon Ad,Seamless,37985.92,39.2,3.5,1.12,714303,969034,17791,52.46
2024-10-16,Paid Search,Amazon Ad,Mandatory,17700.06,59.97,1.68,3.57,213417,295160,1192,24.04
2023-07-30,Paid Search,LinkedIn,Seamless,9780.54,80.58,3.97,2.03,28616,121373,1090,22.62
2023-08-16,Organic,Stack,Optional,1719.04,55.2,4.06,1.36,18797,31143,181,14.32
2023-07-16,Organic,Stack,Mandatory,13670.28,45.21,1.78,2.54,154034,302390,71,1.32
2023-07-09,Programmatic,Google,Entreprise,8433.53,34.45,2.59,1.33,192996,244835,2756,43.46
2024-04-06,Paid Search,Bing,Optional,42150.92,143.92,4.02,3.58,128303,292886,7331,62.26
2023-01-12,Organic,LinkedIn,Entreprise,9834.3,15.61,2.23,0.7,448054,630034,10651,75.81
2023-04-24,Paid Search,Bing,Entreprise,11099.97,27.77,0.63,4.41,287171,399641,1397,55.5
2023-01-29,Paid Search,LinkedIn,Fundamental,2648.45,7.4,1.51,0.49,246476,358001,1630,30.16
2023-12-14,Paid Social,Stack,Diverse,23392.33,48.2,4.68,1.03,222371,485294,2291,10.09
2024-04-09,Paid Search,Google Search Ads,Fundamental,11274.63,20.31,3.33,0.61,455497,555066,6626,35.85
2023-12-24,Organic,Amazon Ad,Seamless,22308.84,29.76,1.6,1.86,59049,749646,9894,82.49
2024-01-11,Paid Social,Bing,Fundamental,72852.48,104.45,2.72,3.84,554298,697518,11371,59.94
2024-01-24,Programmatic,Amazon Ad,Diverse,34506.45,79.53,4.82,1.65,109669,433883,10871,51.98
2024-10-18,Paid Search,Bing,Entreprise,38205.18,100.65,2.67,3.77,83962,379575,7803,77.0
2023-02-02,Paid Social,Bing,Entreprise,7423.97,9.79,1.66,0.59,611151,758036,10538,83.75
2023-11-04,Paid Search,Amazon Ad,Fundamental,87460.95,134.83,4.45,3.03,332386,648671,27560,95.48
2024-03-01,Paid Search,LinkedIn,Seamless,56771.36,140.21,3.81,3.68,17904,404914,3474,22.52
2023-12-03,Programmatic,Bing,Fundamental,32887.62,45.68,0.94,4.86,201924,719999,5977,88.33
2023-01-13,Organic,Google Search Ads,Mandatory,88408.32,90.83,3.59,2.53,243109,973375,1487,4.26
2023-04-29,Programmatic,LinkedIn,Diverse,51030.2,176.84,3.58,4.94,93911,288559,3181,30.79
2024-07-02,Paid Search,LinkedIn,Diverse,22755.74,26.72,0.83,3.22,239337,851551,5674,80.29
2023-05-01,Paid Social,Stack,Seamless,110337.12,158.98,3.68,4.32,52588,694051,17374,68.02
2023-05-10,Paid Social,LinkedIn,Seamless,45490.32,181.91,4.93,3.69,231717,250076,11300,91.66
2023-10-12,Programmatic,Google,Fundamental,47544.06,106.57,2.14,4.98,443719,446143,2215,23.2
2023-10-25,Organic,Google,Mandatory,43440.1,48.25,2.58,1.87,718990,900398,7163,30.84
2024-12-29,Paid Social,Google Search Ads,Fundamental,15939.3,19.03,2.44,0.78,493780,837521,12583,61.58
2024-06-12,Organic,LinkedIn,Entreprise,13405.98,25.61,4.34,0.59,367157,523549,2518,11.08
2023-08-12,Programmatic,Google,Optional,22476.96,71.55,4.16,1.72,223140,314154,7631,58.39
2023-06-04,Paid Search,Bing,Mandatory,19337.58,24.8,1.56,1.59,649430,779644,6567,54.0
2024-05-02,Programmatic,Stack,Mandatory,40376.69,40.9,1.02,4.01,157108,987218,8242,81.86
2023-05-03,Paid Search,Bing,Seamless,94729.42,107.16,2.72,3.94,834921,883967,9844,40.94
2024-10-05,Programmatic,Google Search Ads,Fundamental,2454.64,24.15,0.99,2.44,76389,101653,806,80.12
2023-04-17,Paid Social,Google Search Ads,Fundamental,3622.32,5.5,1.41,0.39,76927,658740,472,5.08
2024-08-04,Paid Social,Amazon Ad,Seamless,9095.4,52.15,1.6,3.26,43653,174421,2248,80.57
2023-04-27,Organic,Stack,Entreprise,97865.0,106.26,4.62,2.3,259466,921014,41920,98.52
2024-12-10,Programmatic,Facebook,Diverse,38350.98,211.14,4.24,4.98,113260,181640,1069,13.88
2024-07-17,Programmatic,Bing,Mandatory,18827.95,101.0,2.27,4.45,5094,186417,2203,52.07
2023-03-22,Programmatic,Bing,Diverse,50682.76,102.83,4.55,2.26,444920,492892,10125,45.15
2024-03-03,Programmatic,Bing,Mandatory,35174.58,70.22,2.63,2.67,165832,500933,3971,30.14
2023-11-19,Paid Social,LinkedIn,Fundamental,12530.7,14.74,3.78,0.39,45737,850022,24050,74.85
2024-01-14,Paid Social,Google Search Ads,Optional,55877.58,61.73,2.44,2.53,291640,905164,5333,24.15
2024-08-08,Organic,Stack,Entreprise,55588.72,88.69,2.45,3.62,208341,626779,391,2.55
2024-05-22,Programmatic,Amazon Ad,Optional,9644.94,62.64,3.94,1.59,105916,153963,2044,33.7
2023-03-11,Organic,Amazon Ad,Optional,3918.6,21.24,2.36,0.9,77726,184497,3794,87.14
2023-12-10,Programmatic,Google,Entreprise,20982.18,49.02,3.29,1.49,161438,428043,10989,78.04
2023-06-28,Programmatic,Google,Diverse,62107.24,90.96,2.74,3.32,446940,682761,10382,55.5
2024-09-12,Programmatic,Facebook,Mandatory,83962.76,110.55,4.87,2.27,543936,759510,29699,80.29
2024-09-08,Programmatic,Google Search Ads,Fundamental,897.55,50.14,3.46,1.45,10616,17902,581,93.86
2024-06-15,Paid Social,LinkedIn,Mandatory,5040.0,95.73,2.28,4.2,5822,52649,854,71.17
2024-01-21,Paid Search,Stack,Fundamental,10707.6,42.72,3.56,1.2,70894,250673,5910,66.23
2024-04-21,Programmatic,LinkedIn,Diverse,6143.84,11.32,2.98,0.38,389071,542551,3753,23.21
2023-12-23,Programmatic,Google Search Ads,Optional,872.64,2.08,0.77,0.27,173434,419799,1444,44.68
2023-06-22,Paid Search,Stack,Fundamental,55972.8,57.63,3.41,1.69,366569,971284,24187,73.03
2024-05-05,Paid Social,LinkedIn,Optional,82499.92,112.48,2.58,4.36,23822,733436,18046,95.37
2024-05-19,Organic,Amazon Ad,Entreprise,1806.72,71.56,3.73,1.92,11560,25246,95,10.1
2024-02-23,Programmatic,LinkedIn,Mandatory,2481.15,96.73,2.32,4.17,3890,25650,408,68.57
2023-06-13,Programmatic,Google,Entreprise,43993.16,94.01,2.08,4.52,326438,467970,8872,91.15
2024-03-17,Paid Search,Facebook,Fundamental,15344.56,28.19,1.33,2.12,338167,544272,3476,48.02
2024-02-17,Paid Social,Facebook,Mandatory,55883.25,85.5,3.8,2.25,286439,653606,18279,73.6
2023-10-24,Organic,Bing,Seamless,57225.7,173.36,4.27,4.06,223614,330103,2795,19.83
2024-11-08,Programmatic,Google,Fundamental,57307.25,95.86,2.49,3.85,499168,597823,13268,89.14
2023-11-24,Organic,Facebook,Fundamental,134356.48,162.19,3.27,4.96,599004,828406,18865,69.64
2023-07-21,Organic,Stack,Entreprise,55862.4,109.66,2.98,3.68,398928,509396,8709,57.37
2023-02-09,Programmatic,Google Search Ads,Diverse,954.08,14.32,1.07,1.34,47265,66621,183,25.7
2024-11-23,Paid Social,LinkedIn,Diverse,2458.7,46.67,4.06,1.15,52194,52679,597,27.92
2023-07-27,Organic,Bing,Entreprise,14712.6,144.73,4.27,3.39,94652,101659,3314,76.36
2024-05-07,Paid Search,Facebook,Fundamental,13428.4,29.73,1.26,2.36,67822,451643,340,5.98
2024-10-11,Paid Search,LinkedIn,Entreprise,6827.1,44.52,4.24,1.05,12716,153364,1759,27.05
2023-04-18,Paid Search,Stack,Entreprise,97399.06,111.63,3.81,2.93,72979,872502,10735,32.29
2024-06-06,Programmatic,LinkedIn,Mandatory,304.56,18.19,1.94,0.94,2563,16745,139,42.9
2023-08-22,Programmatic,Stack,Optional,1337.6,67.93,3.86,1.76,11306,19691,261,34.34
2024-07-02,Organic,Amazon Ad,Optional,37396.95,39.15,0.9,4.35,193308,955237,1251,14.55
2024-10-18,Organic,Stack,Entreprise,14639.15,35.48,3.14,1.13,71554,412601,5610,43.3
2024-04-12,Paid Search,LinkedIn,Mandatory,7903.5,61.38,3.72,1.65,67230,128767,1408,29.39
2024-09-11,Programmatic,Facebook,Entreprise,791.82,82.86,1.74,4.77,9306,9556,26,15.66
2024-10-16,Paid Search,Facebook,Mandatory,28312.2,52.64,3.76,1.4,399977,537846,17698,87.51
2024-12-07,Programmatic,Bing,Fundamental,4866.56,25.6,1.0,2.56,17680,190136,325,17.1
2024-05-30,Programmatic,Google Search Ads,Mandatory,12284.4,46.28,2.66,1.74,248398,265421,1972,27.93
2024-12-02,Organic,Amazon Ad,Diverse,68407.82,90.58,2.68,3.38,750374,755218,17982,88.85
2023-08-06,Paid Social,Google,Mandatory,79145.76,90.34,4.91,1.84,17277,876050,20559,47.8
2024-01-16,Paid Search,Bing,Entreprise,9115.84,30.73,0.63,4.88,138004,296647,1865,99.84
2024-12-27,Paid Search,Stack,Entreprise,12403.2,63.68,1.99,3.2,119991,194786,2390,61.66
2023-08-28,Programmatic,Stack,Fundamental,4296.0,18.43,3.84,0.48,55213,233075,1531,17.11
2024-03-31,Paid Social,Facebook,Entreprise,1884.77,7.95,1.94,0.41,6414,236965,3821,83.12
2023-05-02,Paid Social,Amazon Ad,Optional,14609.16,46.01,2.84,1.62,163255,317553,5988,66.4
2024-12-18,Organic,Facebook,Optional,3855.06,68.3,1.93,3.54,40853,56443,101,9.27
2024-03-17,Paid Search,Facebook,Seamless,9020.82,14.26,0.58,2.46,356521,632404,3277,89.36
2024-11-28,Programmatic,Google Search Ads,Seamless,12550.64,14.35,0.78,1.84,362634,874513,5639,82.67
2024-12-18,Organic,Stack,Diverse,32493.9,39.87,2.24,1.78,747401,814995,3044,16.67
2024-04-08,Paid Search,Bing,Fundamental,21247.76,29.33,3.12,0.94,224509,724515,16583,73.36
2023-09-25,Organic,Amazon Ad,Mandatory,106720.87,109.0,4.76,2.29,261075,979075,33887,72.71
2023-04-17,Paid Social,Amazon Ad,Fundamental,40398.82,82.88,3.2,2.59,39703,487457,3386,21.71
2023-12-06,Programmatic,Google,Diverse,1265.58,26.08,2.93,0.89,36722,48536,743,52.25
2024-09-30,Paid Social,Facebook,Diverse,383.18,7.58,2.23,0.34,27933,50582,174,15.44
2024-10-06,Paid Search,Google Search Ads,Diverse,61887.48,67.12,3.29,2.04,864649,922103,25507,84.08
2024-02-13,Paid Social,Amazon Ad,Fundamental,42970.2,54.6,1.3,4.2,258299,787057,1140,11.14
2024-05-28,Paid Search,Facebook,Optional,7689.55,91.51,2.03,4.51,74085,84033,1653,96.95
2023-10-19,Programmatic,Stack,Entreprise,9874.44,12.3,1.5,0.82,723714,802826,8533,70.86
2024-10-07,Paid Search,Bing,Entreprise,9934.65,42.67,4.31,0.99,176645,232836,7446,74.2
2023-11-01,Paid Social,Amazon Ad,Seamless,68957.4,182.81,4.47,4.09,150756,377199,7545,44.75
2023-05-18,Paid Social,LinkedIn,Diverse,28807.62,29.57,1.86,1.59,655720,974112,9278,51.21
2024-10-22,Paid Social,Google Search Ads,Mandatory,16013.96,31.04,0.86,3.61,439447,515922,4413,99.48
2023-06-09,Paid Social,Google Search Ads,Fundamental,2155.12,34.44,2.18,1.58,53360,62585,815,59.75
2024-09-28,Organic,Google,Mandatory,23884.4,46.5,1.31,3.55,85215,513609,1080,16.05
2023-09-03,Paid Search,Google,Diverse,19949.84,54.67,4.02,1.36,211650,364903,9998,68.16
2024-03-02,Organic,Stack,Entreprise,34893.6,51.74,1.54,3.36,187299,674412,6601,63.56
2024-01-24,Programmatic,Amazon Ad,Diverse,8385.68,18.35,1.24,1.48,58862,456972,3912,69.04
2023-12-10,Organic,Google,Diverse,10229.4,25.44,4.24,0.6,355469,402105,5204,30.52
2024-06-26,Programmatic,Bing,Optional,74504.18,146.49,4.15,3.53,310323,508592,175,0.83
2023-08-25,Organic,Google,Fundamental,16406.44,22.83,2.26,1.01,181885,718780,13434,82.7
2023-08-05,Programmatic,Google,Entreprise,89571.11,149.9,4.32,3.47,111967,597540,21746,84.24
2024-01-10,Paid Search,LinkedIn,Fundamental,2092.8,44.77,1.37,3.27,2817,46747,67,10.47
2023-10-08,Programmatic,Google,Seamless,4535.5,74.05,1.92,3.86,21527,61247,1131,96.26
2024-03-17,Paid Search,Stack,Diverse,103766.8,225.86,4.91,4.6,235517,459435,19823,87.88
2023-01-15,Paid Social,Google,Entreprise,7675.36,9.52,0.85,1.12,705073,806290,4173,60.89
2024-12-31,Organic,Amazon Ad,Diverse,14285.04,34.18,1.48,2.31,210328,417903,6036,97.61
2024-12-11,Paid Search,LinkedIn,Seamless,8897.85,12.28,0.63,1.95,542924,724333,3086,67.63
2023-08-07,Organic,Facebook,Entreprise,89216.31,118.54,4.96,2.39,706298,752615,22753,60.95
2024-11-24,Programmatic,Facebook,Diverse,108905.54,144.6,3.67,3.94,565990,753171,12573,45.49
2023-10-06,Programmatic,Stack,Diverse,13713.05,53.17,1.84,2.89,71326,257902,3568,75.19
2023-08-30,Paid Search,Facebook,Diverse,64225.7,89.49,4.71,1.9,529647,717701,28376,83.95
2024-09-04,Paid Search,Google,Entreprise,3482.49,18.84,1.03,1.83,64276,184841,355,18.65
2024-05-23,Organic,Facebook,Mandatory,1524.78,19.68,2.29,0.86,41525,77461,1122,63.28
2023-10-06,Paid Search,LinkedIn,Seamless,17983.89,42.56,1.1,3.87,352467,422506,1023,22.01
2023-01-14,Paid Social,Stack,Optional,2206.14,48.61,2.93,1.66,29053,45383,981,73.81
2023-02-17,Programmatic,Google,Seamless,1797.28,158.6,3.32,4.78,9271,11332,172,45.74
2023-03-18,Paid Search,Facebook,Seamless,31955.04,54.0,1.25,4.32,465057,591771,4906,66.32
2023-12-05,Programmatic,Google Search Ads,Fundamental,774.48,11.76,1.4,0.84,11615,65871,729,79.07
2024-06-17,Paid Social,Google Search Ads,Entreprise,107548.0,125.26,3.89,3.22,496950,858629,4177,12.51
2023-10-09,Paid Search,Google,Entreprise,4592.64,25.53,1.33,1.92,154234,179924,821,34.32
2024-05-30,Paid Search,Google Search Ads,Diverse,17940.96,20.74,2.88,0.72,735082,865217,1462,5.87
2024-11-15,Organic,Amazon Ad,Optional,16887.84,163.52,3.61,4.53,30037,103278,634,17.01
2023-03-13,Organic,Amazon Ad,Seamless,4094.57,19.1,2.69,0.71,192210,214417,5129,88.94
2023-12-31,Paid Search,Stack,Entreprise,5699.1,16.33,0.52,3.14,229440,349087,345,19.01
2024-02-20,Organic,Amazon Ad,Diverse,23372.28,33.96,1.11,3.06,423521,688183,5044,66.04
2023-03-15,Organic,Bing,Optional,6116.85,110.72,3.21,3.45,20556,55247,211,11.9
2023-06-16,Programmatic,Facebook,Optional,49791.0,140.1,4.67,3.0,252729,355406,1687,10.16
2023-11-12,Organic,Facebook,Entreprise,28494.18,40.19,4.06,0.99,420320,708935,26782,93.05
2023-08-21,Organic,LinkedIn,Diverse,32742.0,88.74,3.48,2.55,156579,368981,9838,76.62
2023-03-19,Paid Social,Google Search Ads,Mandatory,12597.75,196.47,3.97,4.95,44731,64121,1511,59.37
2023-08-06,Organic,LinkedIn,Diverse,56605.75,57.8,1.36,4.25,196646,979385,12227,91.8
2023-07-16,Paid Search,Stack,Optional,61909.65,97.78,2.58,3.79,181045,633167,5752,35.21
2023-03-15,Paid Social,LinkedIn,Mandatory,78922.2,205.54,4.78,4.3,103892,383984,13498,73.54
2024-08-27,Organic,Facebook,Optional,53140.88,96.49,3.26,2.96,271978,550723,16965,94.5
2023-04-29,Organic,Stack,Seamless,22347.76,49.89,1.22,4.09,278618,447928,2206,40.37
2023-01-20,Programmatic,LinkedIn,Mandatory,27658.8,36.07,1.67,2.16,495087,766768,3688,28.8
2023-01-27,Programmatic,LinkedIn,Optional,1731.52,45.45,2.03,2.24,22180,38101,620,80.21
2023-08-21,Paid Social,Google Search Ads,Mandatory,39502.82,107.64,2.31,4.66,275753,367001,7686,90.67
2024-01-19,Paid Search,Bing,Fundamental,66769.02,72.3,2.77,2.61,753905,923558,5130,20.05
2023-11-20,Programmatic,Stack,Fundamental,8735.5,9.07,3.63,0.25,472043,962607,13352,38.21
2024-05-26,Organic,LinkedIn,Fundamental,667.44,147.5,4.56,3.24,3398,4525,63,30.58
2023-12-19,Paid Social,Google Search Ads,Seamless,5995.08,69.31,2.54,2.73,29174,86495,366,16.67
2023-08-01,Programmatic,LinkedIn,Seamless,52791.2,67.75,1.54,4.4,763842,779154,11789,98.26
2024-09-26,Paid Social,Amazon Ad,Entreprise,49515.48,51.16,4.06,1.26,73429,967944,19737,50.22
2023-10-04,Organic,LinkedIn,Diverse,100989.0,154.34,3.37,4.58,34931,654328,20340,92.24
2023-07-28,Paid Search,Google Search Ads,Fundamental,57831.58,189.21,4.39,4.31,242723,305652,5486,40.89
2023-03-26,Paid Search,LinkedIn,Mandatory,33912.96,52.22,1.28,4.08,166095,649405,7593,91.35
2023-04-14,Programmatic,Bing,Entreprise,58542.72,71.04,3.7,1.92,757947,824093,2703,8.86
2024-01-09,Paid Social,Stack,Entreprise,7257.58,27.1,2.24,1.21,158573,267805,751,12.52
2023-11-22,Paid Search,LinkedIn,Seamless,13585.67,25.35,0.55,4.61,288058,535940,2623,89.01
2024-03-29,Programmatic,Bing,Diverse,12285.12,149.52,3.72,4.02,24023,82166,100,3.27
2024-08-26,Programmatic,Amazon Ad,Mandatory,3323.63,12.35,2.33,0.53,193401,269159,3238,51.63
2024-10-27,Paid Search,Facebook,Fundamental,68860.32,102.66,3.13,3.28,126471,670751,14287,68.05
2023-07-21,Paid Search,Google,Entreprise,1737.6,50.4,4.2,1.2,19501,34479,111,7.67
2024-11-09,Paid Social,Bing,Fundamental,3511.2,70.76,1.61,4.4,36801,49619,362,45.36
2024-10-26,Paid Search,Facebook,Diverse,70774.2,122.98,4.88,2.52,369675,575514,14383,51.21
2024-10-17,Paid Search,Bing,Mandatory,10219.3,23.66,1.3,1.82,387087,431975,5252,93.54
2023-08-03,Organic,Google,Seamless,36677.36,60.09,4.06,1.48,222185,610410,14138,57.05
2024-05-07,Paid Search,Bing,Seamless,37435.8,83.42,1.94,4.3,49298,448789,6833,78.49
2023-07-28,Programmatic,LinkedIn,Seamless,12517.38,24.82,1.26,1.97,469585,504352,29,0.46
2024-05-30,Organic,Stack,Seamless,40484.24,41.13,1.57,2.62,506292,984206,13580,87.89
2024-02-28,Organic,LinkedIn,Entreprise,120448.56,135.13,4.46,3.03,376995,891322,6233,15.68
2024-12-18,Paid Social,Google Search Ads,Diverse,117271.35,174.28,4.22,4.13,49067,672876,11074,39.0
2023-04-03,Programmatic,Google,Diverse,354.38,33.74,3.59,0.94,8250,10503,136,36.07
2023-08-22,Paid Search,LinkedIn,Fundamental,2708.39,41.39,2.08,1.99,42937,65443,269,19.76
2023-09-18,Paid Search,Bing,Mandatory,15526.23,16.59,2.91,0.57,52286,936078,3916,14.38
2024-10-14,Programmatic,Amazon Ad,Optional,5728.32,22.15,0.71,3.12,69886,258611,747,40.69
2024-04-15,Paid Search,Facebook,Diverse,76350.14,79.35,3.64,2.18,11704,962179,7964,22.74
2023-09-23,Organic,Google,Diverse,88433.76,193.01,4.16,4.64,336982,458172,18669,97.95
2023-07-12,Organic,Google,Fundamental,8940.3,14.33,2.81,0.51,39054,623864,10181,58.08
2023-04-29,Organic,Facebook,Entreprise,37549.6,46.43,1.85,2.51,347695,808689,4703,31.44
2024-12-15,Organic,Amazon Ad,Diverse,59700.3,90.77,3.83,2.37,354483,657720,12205,48.45
2023-03-22,Programmatic,LinkedIn,Entreprise,34897.94,73.34,3.38,2.17,407228,475807,6176,38.4
2023-06-29,Paid Search,LinkedIn,Fundamental,3163.94,10.53,2.45,0.43,84148,300338,7090,96.36
2024-03-24,Paid Social,Google Search Ads,Fundamental,63162.96,88.2,3.0,2.94,675756,716144,6950,32.35
2023-06-04,Programmatic,Stack,Fundamental,31895.8,37.98,3.76,1.01,261387,839909,22425,71.01
2023-07-22,Paid Search,Bing,Seamless,53416.16,144.74,4.89,2.96,307558,369058,8742,48.44
2023-10-26,Paid Social,Bing,Seamless,109714.59,156.65,4.88,3.21,2010,700391,4300,12.58
2023-08-28,Organic,Amazon Ad,Fundamental,127213.88,225.94,4.88,4.63,137632,563050,3979,14.48
2023-03-17,Paid Social,Amazon Ad,Entreprise,7987.68,20.57,3.81,0.54,301441,388260,2671,18.06
2023-04-22,Paid Search,Amazon Ad,Mandatory,91750.6,109.02,2.76,3.95,344777,841616,5637,24.27
2023-09-15,Organic,Amazon Ad,Diverse,26951.6,58.5,2.25,2.6,287333,460736,7669,73.98
2023-01-29,Paid Search,Amazon Ad,Optional,283.5,1.95,0.65,0.3,91996,145400,40,4.23
2024-11-25,Paid Social,Facebook,Seamless,4719.6,5.9,0.82,0.72,591860,799474,2016,30.76
2024-03-09,Paid Social,Bing,Optional,36130.32,124.47,3.2,3.89,46910,290272,2162,23.28
2024-10-18,Paid Social,Google,Diverse,24326.88,49.56,1.05,4.72,64688,490865,1343,26.06
2024-02-19,Paid Social,LinkedIn,Seamless,12287.11,30.3,1.45,2.09,91486,405486,2563,43.6
2024-04-27,Paid Search,Bing,Seamless,32875.22,44.96,3.54,1.27,592960,731264,23449,90.59
2023-12-07,Programmatic,Stack,Optional,21791.47,39.18,0.85,4.61,122124,556200,1250,26.44
2024-08-29,Organic,Stack,Mandatory,51511.7,121.2,3.14,3.86,274656,425024,1353,10.14
2023-10-29,Paid Search,LinkedIn,Mandatory,29709.04,78.7,3.61,2.18,213328,377507,6928,50.84
2023-07-23,Paid Social,LinkedIn,Mandatory,54426.84,115.92,2.78,4.17,356791,469525,9786,74.98
2023-10-20,Organic,Facebook,Optional,10839.26,12.66,1.89,0.67,487922,855994,11590,71.64
2023-08-29,Programmatic,LinkedIn,Entreprise,605.22,69.53,4.52,1.54,4128,8704,66,16.79
2023-01-08,Organic,Facebook,Mandatory,17237.22,31.95,4.15,0.77,26411,539435,14265,63.72
2024-04-13,Paid Social,Google Search Ads,Diverse,72059.4,87.72,4.08,2.15,518055,821481,9642,28.77
2023-10-28,Paid Search,Google Search Ads,Diverse,36146.72,77.06,2.93,2.63,269585,469101,13356,97.18
2024-06-03,Paid Search,Amazon Ad,Fundamental,48974.9,97.77,4.84,2.02,341839,500935,10620,43.8
2023-03-20,Organic,Google Search Ads,Optional,4287.92,13.98,0.92,1.52,9482,306736,1973,69.94
2023-08-30,Paid Search,Facebook,Fundamental,39508.8,63.36,3.96,1.6,576377,623576,19493,78.94
2024-01-21,Organic,Amazon Ad,Fundamental,12536.15,18.81,3.42,0.55,408582,666466,4077,17.89
2024-01-07,Programmatic,Facebook,Mandatory,119994.16,140.42,4.91,2.86,564053,854512,4020,9.58
2023-09-19,Paid Search,Bing,Optional,28122.42,53.09,1.12,4.74,231579,529762,2000,33.71
2024-01-31,Paid Social,Google Search Ads,Mandatory,27553.77,45.33,2.19,2.07,55970,607811,6208,46.64
2023-11-11,Paid Search,Bing,Mandatory,16728.66,23.86,1.02,2.34,342754,700979,6764,94.61
2023-02-14,Paid Search,Google,Mandatory,35685.0,47.16,2.62,1.8,624736,756681,13168,66.42
2023-01-03,Organic,Amazon Ad,Fundamental,90653.94,94.84,1.92,4.94,222197,955824,890,4.85
2023-04-03,Organic,LinkedIn,Diverse,15025.68,16.69,4.07,0.41,882855,900445,24983,68.17
2023-10-16,Programmatic,LinkedIn,Diverse,2678.94,155.06,3.44,4.51,2671,17277,211,35.52
2024-07-06,Paid Social,LinkedIn,Mandatory,35827.5,187.0,4.4,4.25,55678,191593,36,0.43
2024-08-16,Paid Search,Bing,Entreprise,3969.75,23.3,2.95,0.79,69993,170363,2311,45.99
2023-09-03,Paid Social,Facebook,Diverse,6551.31,25.54,0.65,3.93,138804,256546,1117,67.01
2023-12-28,Organic,Stack,Seamless,51817.32,63.42,2.61,2.43,736426,817039,5345,25.07
2024-11-16,Programmatic,Stack,Seamless,35710.08,86.78,4.52,1.92,224424,411490,7066,37.99
2023-06-07,Paid Social,LinkedIn,Mandatory,2274.3,2.96,0.78,0.38,249161,767399,1581,26.42
2024-02-21,Paid Search,Amazon Ad,Diverse,9942.03,154.49,4.21,3.67,50895,64353,1332,49.17
2023-06-24,Paid Search,Amazon Ad,Diverse,14874.56,40.42,2.15,1.88,109372,368041,464,5.86
2024-07-15,Paid Social,LinkedIn,Optional,28103.04,137.07,2.88,4.76,179282,205023,5888,99.73
2024-06-05,Organic,Amazon Ad,Diverse,12027.03,23.76,2.45,0.97,372625,506113,4319,34.83
2023-05-23,Organic,Amazon Ad,Fundamental,9525.12,14.08,1.6,0.88,496117,676552,8806,81.36
2024-09-29,Paid Search,Google,Entreprise,2547.65,33.78,2.33,1.45,63079,75420,1090,62.04
